Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Foot Locker,1185732,07-02-2020 00:00,Northeast,New York,New York,Men's Athletic Footwear,$37.00,296,"$10,952.00",$383.00,Outlet
Foot Locker,1185732,06-03-2020 00:00,Northeast,New York,New York,Women's Street Footwear,$37.00,296,"$10,952.00",$449.00,Outlet
Foot Locker,1185732,18-11-2021 00:00,Midwest,Missouri,St. Louis,Women's Street Footwear,$25.00,295,"$7,375.00","$2,581.00",In-store
Foot Locker,1185732,12-03-2020 00:00,Northeast,New York,New York,Women's Street Footwear,$35.00,295,"$10,325.00",$434.00,Outlet
Walmart,1197831,17-08-2020 00:00,South,Texas,Houston,Women's Apparel,$32.00,295,"$9,440.00",$538.00,Outlet
Walmart,1197831,18-08-2020 00:00,South,Texas,Houston,Men's Street Footwear,$28.00,295,"$8,260.00",$339.00,Outlet
Walmart,1197831,24-08-2020 00:00,South,Texas,Houston,Men's Street Footwear,$29.00,295,"$8,555.00",$342.00,Outlet
Sports Direct,1185732,02-07-2021 00:00,Southeast,North Carolina,Charlotte,Men's Street Footwear,$60.00,294,"$17,640.00",$882.00,Online
Walmart,1185732,29-04-2020 00:00,Northeast,New York,New York,Women's Street Footwear,$43.00,294,"$12,642.00",$531.00,Outlet
Walmart,1197831,29-08-2020 00:00,South,Texas,Houston,Women's Apparel,$47.00,293,"$13,771.00",$868.00,Online
West Gear,1128299,11-02-2021 00:00,West,California,San Francisco,Men's Street Footwear,$51.00,293,"$14,943.00",$598.00,Online
Foot Locker,1185732,24-01-2020 00:00,Northeast,New York,New York,Women's Apparel,$48.00,290,"$13,920.00",$529.00,Online
Foot Locker,1185732,03-03-2020 00:00,Northeast,New York,New York,Women's Apparel,$59.00,290,"$17,110.00",$616.00,Online
Walmart,1185732,18-04-2020 00:00,Northeast,New York,New York,Women's Apparel,$62.00,290,"$17,980.00",$665.00,Online
Walmart,1185732,26-04-2020 00:00,Northeast,New York,New York,Women's Apparel,$68.00,290,"$19,720.00",$749.00,Online
Walmart,1185732,18-07-2020 00:00,Northeast,New York,New York,Women's Apparel,$68.00,290,"$19,720.00",$690.00,Online
West Gear,1185732,24-04-2020 00:00,Southeast,Florida,Miami,Men's Street Footwear,$55.00,290,"$15,950.00",$941.00,Online
Foot Locker,1185732,05-12-2021 00:00,Southeast,South Carolina,Charleston,Men's Street Footwear,$67.00,290,"$19,430.00","$1,166.00",Online
Foot Locker,1185732,29-01-2020 00:00,Northeast,New York,New York,Men's Apparel,$43.00,289,"$12,427.00",$398.00,Outlet
Foot Locker,1185732,03-02-2020 00:00,Northeast,New York,New York,Women's Athletic Footwear,$31.00,289,"$8,959.00",$331.00,Outlet
Foot Locker,1185732,09-02-2020 00:00,Northeast,New York,New York,Women's Athletic Footwear,$33.00,289,"$9,537.00",$381.00,Outlet
Walmart,1185732,25-04-2020 00:00,Northeast,New York,New York,Men's Apparel,$51.00,289,"$14,739.00",$472.00,Outlet
Sports Direct,1197831,26-07-2020 00:00,South,Texas,Houston,Men's Athletic Footwear,$23.00,289,"$6,647.00",$279.00,Outlet
Walmart,1197831,25-10-2020 00:00,South,Texas,Houston,Women's Apparel,$44.00,289,"$12,716.00",$725.00,Outlet
West Gear,1128299,07-11-2020 00:00,West,California,San Francisco,Men's Street Footwear,$28.00,289,"$8,092.00",$340.00,Outlet
West Gear,1128299,30-01-2021 00:00,West,California,San Francisco,Men's Street Footwear,$36.00,289,"$10,404.00",$343.00,Outlet
Kohl's,1189833,07-05-2021 00:00,West,California,Los Angeles,Men's Street Footwear,$38.00,289,"$10,982.00",$505.00,Outlet
Foot Locker,1185732,16-07-2021 00:00,South,Mississippi,Jackson,Men's Street Footwear,$47.00,289,"$13,583.00",$625.00,Outlet
Foot Locker,1185732,08-02-2020 00:00,Northeast,New York,New York,Women's Street Footwear,$36.00,288,"$10,368.00",$435.00,Outlet
Foot Locker,1185732,08-03-2020 00:00,Northeast,New York,New York,Men's Apparel,$45.00,288,"$12,960.00",$441.00,Outlet
Kohl's,1189833,26-05-2021 00:00,West,California,Los Angeles,Men's Athletic Footwear,$42.00,288,"$12,096.00",$339.00,Outlet
West Gear,1185732,10-02-2021 00:00,Southeast,Florida,Orlando,Men's Street Footwear,$36.00,288,"$10,368.00",$487.00,Outlet
Foot Locker,1185732,05-09-2021 00:00,Southeast,South Carolina,Charleston,Men's Street Footwear,$51.00,287,"$14,637.00",$849.00,Online
Walmart,1197831,13-08-2020 00:00,South,Texas,Houston,Men's Athletic Footwear,$30.00,287,"$8,610.00",$362.00,Outlet
West Gear,1128299,24-01-2021 00:00,West,California,San Francisco,Men's Street Footwear,$40.00,287,"$11,480.00",$402.00,Outlet
West Gear,1128299,25-01-2021 00:00,West,California,San Francisco,Men's Athletic Footwear,$42.00,287,"$12,054.00",$205.00,Outlet
Foot Locker,1185732,15-03-2020 00:00,Northeast,New York,New York,Women's Apparel,$61.00,286,"$17,446.00",$698.00,Online
Walmart,1185732,05-05-2020 00:00,Northeast,New York,New York,Women's Street Footwear,$54.00,285,"$15,390.00",$723.00,Online
Walmart,1197831,27-10-2020 00:00,South,Texas,Houston,Men's Athletic Footwear,$44.00,285,"$12,540.00",$602.00,Online
Sports Direct,1197831,23-04-2021 00:00,South,Tennessee,Knoxville,Women's Street Footwear,$46.00,285,"$13,110.00",$787.00,Online
Walmart,1197831,25-08-2020 00:00,South,Texas,Houston,Men's Athletic Footwear,$32.00,285,"$9,120.00",$383.00,Outlet
Kohl's,1189833,25-04-2021 00:00,West,California,Los Angeles,Men's Street Footwear,$30.00,285,"$8,550.00",$402.00,Outlet
Foot Locker,1185732,23-09-2020 00:00,Southeast,Florida,Miami,Men's Street Footwear,$53.00,284,"$15,052.00",$828.00,Online
Foot Locker,1185732,06-04-2021 00:00,Southeast,South Carolina,Charleston,Men's Street Footwear,$33.00,283,"$9,339.00",$532.00,Online
Foot Locker,1185732,05-05-2021 00:00,Southeast,South Carolina,Charleston,Men's Street Footwear,$48.00,282,"$13,536.00",$744.00,Online
Foot Locker,1185732,04-01-2020 00:00,Northeast,New York,New York,Women's Athletic Footwear,$36.00,281,"$10,116.00",$374.00,Outlet
Foot Locker,1185732,04-02-2020 00:00,Northeast,New York,New York,Men's Apparel,$44.00,281,"$12,364.00",$445.00,Outlet
Walmart,1197831,22-10-2020 00:00,South,Texas,Houston,Women's Street Footwear,$34.00,281,"$9,554.00",$373.00,Outlet
West Gear,1128299,08-01-2021 00:00,West,California,San Francisco,Women's Street Footwear,$42.00,281,"$11,802.00",$531.00,Outlet
Sports Direct,1197831,16-10-2021 00:00,South,Texas,Dallas,Men's Street Footwear,$46.00,281,"$12,926.00",$608.00,Outlet
Foot Locker,1185732,09-01-2021 00:00,Southeast,Georgia,Atlanta,Women's Apparel,$30.00,281,"$8,430.00",$447.00,Outlet
Walmart,1185732,24-04-2020 00:00,Northeast,New York,New York,Women's Apparel,$59.00,280,"$16,520.00",$661.00,Online
Foot Locker,1185732,10-02-2020 00:00,Northeast,New York,New York,Men's Apparel,$47.00,280,"$13,160.00",$461.00,Outlet
Walmart,1185732,01-05-2020 00:00,Northeast,New York,New York,Men's Apparel,$47.00,280,"$13,160.00",$474.00,Outlet
West Gear,1128299,31-01-2021 00:00,West,California,San Francisco,Men's Athletic Footwear,$39.00,280,"$10,920.00",$197.00,Outlet
Sports Direct,1197831,11-09-2021 00:00,South,Texas,Dallas,Men's Athletic Footwear,$40.00,280,"$11,200.00",$459.00,Outlet
Sports Direct,1197831,15-09-2021 00:00,South,Texas,Dallas,Women's Apparel,$42.00,280,"$11,760.00",$647.00,Outlet
Sports Direct,1197831,05-09-2021 00:00,South,Alabama,Birmingham,Women's Apparel,$36.00,280,"$10,080.00",$645.00,Outlet
Sports Direct,1197831,11-09-2021 00:00,South,Alabama,Birmingham,Women's Apparel,$47.00,280,"$13,160.00",$921.00,Outlet
Walmart,1128299,16-12-2021 00:00,Southeast,Florida,Orlando,Men's Street Footwear,$58.00,280,"$16,240.00",$585.00,Outlet
Walmart,1185732,17-04-2020 00:00,Northeast,New York,New York,Men's Apparel,$43.00,279,"$11,997.00",$396.00,Outlet
Walmart,1185732,07-05-2020 00:00,Northeast,New York,New York,Men's Apparel,$48.00,279,"$13,392.00",$496.00,Outlet
Foot Locker,1185732,06-03-2020 00:00,Northeast,New York,New York,Women's Street Footwear,$46.00,278,"$12,788.00",$614.00,Online
Foot Locker,1185732,22-09-2020 00:00,Southeast,Florida,Miami,Women's Apparel,$56.00,278,"$15,568.00",$950.00,Online
Foot Locker,1185732,06-08-2021 00:00,Southeast,South Carolina,Charleston,Women's Apparel,$58.00,278,"$16,124.00",$984.00,Online
Foot Locker,1185732,06-11-2021 00:00,Southeast,South Carolina,Charleston,Men's Street Footwear,$50.00,278,"$13,900.00",$792.00,Online
Foot Locker,1185732,14-03-2020 00:00,Northeast,New York,New York,Men's Apparel,$46.00,278,"$12,788.00",$435.00,Outlet
West Gear,1128299,19-01-2021 00:00,West,California,San Francisco,Men's Athletic Footwear,$47.00,278,"$13,066.00",$287.00,Outlet
Sports Direct,1197831,14-09-2021 00:00,South,Alabama,Birmingham,Women's Street Footwear,$36.00,278,"$10,008.00",$530.00,Outlet
West Gear,1197831,06-07-2021 00:00,West,Idaho,Boise,Women's Street Footwear,$34.00,278,"$9,452.00",$397.00,Outlet
West Gear,1128299,12-01-2021 00:00,West,California,San Francisco,Men's Street Footwear,$56.00,277,"$15,512.00",$698.00,Online
Foot Locker,1185732,21-01-2020 00:00,Northeast,New York,New York,Women's Street Footwear,$36.00,276,"$9,936.00",$467.00,Online
Walmart,1197831,17-08-2020 00:00,South,Texas,Houston,Women's Apparel,$37.00,276,"$10,212.00",$643.00,Online
Sports Direct,1185732,02-03-2021 00:00,Southeast,North Carolina,Charlotte,Men's Street Footwear,$28.00,276,"$7,728.00",$417.00,Online
Sports Direct,1197831,23-08-2021 00:00,South,Alabama,Birmingham,Men's Apparel,$25.00,275,"$6,875.00","$2,750.00",Outlet
Foot Locker,1185732,18-01-2021 00:00,Midwest,Michigan,Detroit,Women's Athletic Footwear,$25.00,275,"$6,875.00","$2,750.00",In-store
Foot Locker,1185732,18-04-2021 00:00,Midwest,Missouri,St. Louis,Men's Athletic Footwear,$30.00,275,"$8,250.00","$2,888.00",In-store
Foot Locker,1185732,18-04-2021 00:00,Midwest,Missouri,St. Louis,Women's Street Footwear,$20.00,275,"$5,500.00","$1,925.00",In-store
Foot Locker,1185732,19-09-2021 00:00,Midwest,Missouri,St. Louis,Women's Athletic Footwear,$15.00,275,"$4,125.00","$1,650.00",In-store
Foot Locker,1185732,19-09-2021 00:00,Midwest,Missouri,St. Louis,Men's Apparel,$25.00,275,"$6,875.00","$2,406.00",In-store
West Gear,1185732,12-05-2021 00:00,West,Utah,Salt Lake City,Women's Athletic Footwear,$25.00,275,"$6,875.00","$2,750.00",In-store
West Gear,1185732,11-10-2021 00:00,West,Utah,Salt Lake City,Women's Athletic Footwear,$20.00,275,"$5,500.00","$2,200.00",In-store
West Gear,1185732,11-10-2021 00:00,West,Utah,Salt Lake City,Men's Apparel,$30.00,275,"$8,250.00","$2,888.00",In-store
Foot Locker,1185732,16-03-2021 00:00,South,Mississippi,Jackson,Women's Athletic Footwear,$20.00,275,"$5,500.00","$2,200.00",Online
Walmart,1197831,21-10-2021 00:00,South,Arkansas,Little Rock,Women's Athletic Footwear,$20.00,275,"$5,500.00","$2,200.00",Online
Walmart,1197831,21-10-2021 00:00,South,Arkansas,Little Rock,Men's Apparel,$30.00,275,"$8,250.00","$2,888.00",Online
West Gear,1197831,21-02-2021 00:00,South,Arkansas,Little Rock,Men's Athletic Footwear,$25.00,275,"$6,875.00","$2,406.00",Online
West Gear,1197831,19-03-2021 00:00,South,Oklahoma,Oklahoma City,Women's Street Footwear,$10.00,275,"$2,750.00","$1,100.00",Online
West Gear,1197831,19-03-2021 00:00,South,Oklahoma,Oklahoma City,Women's Apparel,$25.00,275,"$6,875.00","$2,750.00",Online
West Gear,1197831,19-09-2021 00:00,South,Oklahoma,Oklahoma City,Women's Street Footwear,$15.00,275,"$4,125.00","$1,650.00",Online
Foot Locker,1197831,13-11-2021 00:00,Midwest,Kansas,Wichita,Men's Athletic Footwear,$15.00,275,"$4,125.00","$1,444.00",Online
Foot Locker,1185732,12-01-2021 00:00,Midwest,Kansas,Wichita,Women's Street Footwear,$30.00,275,"$8,250.00","$2,475.00",Online
Sports Direct,1185732,09-01-2021 00:00,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,$25.00,275,"$6,875.00","$2,063.00",Online
Sports Direct,1185732,09-02-2021 00:00,Midwest,North Dakota,Fargo,Women's Apparel,$25.00,275,"$6,875.00","$2,750.00",Online
Foot Locker,1185732,06-06-2021 00:00,Midwest,Iowa,Des Moines,Men's Athletic Footwear,$30.00,275,"$8,250.00","$2,888.00",In-store
Foot Locker,1185732,07-09-2021 00:00,Midwest,Iowa,Des Moines,Men's Athletic Footwear,$30.00,275,"$8,250.00","$2,888.00",In-store
West Gear,1185732,09-03-2021 00:00,Midwest,Indiana,Indianapolis,Women's Street Footwear,$15.00,275,"$4,125.00","$1,444.00",In-store
West Gear,1185732,09-03-2021 00:00,Midwest,Indiana,Indianapolis,Women's Apparel,$25.00,275,"$6,875.00","$2,750.00",In-store
West Gear,1185732,11-09-2021 00:00,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,$30.00,275,"$8,250.00","$3,300.00",In-store
West Gear,1185732,16-03-2021 00:00,Northeast,West Virginia,Charleston,Men's Athletic Footwear,$30.00,275,"$8,250.00","$3,300.00",In-store
Foot Locker,1185732,15-02-2021 00:00,Northeast,Maryland,Baltimore,Women's Street Footwear,$30.00,275,"$8,250.00","$3,300.00",In-store
Foot Locker,1185732,13-03-2021 00:00,Northeast,Delaware,Wilmington,Women's Street Footwear,$30.00,275,"$8,250.00","$3,300.00",In-store
Kohl's,1185732,10-01-2021 00:00,Northeast,Delaware,Wilmington,Women's Street Footwear,$25.00,275,"$6,875.00","$2,750.00",In-store
Walmart,1185732,28-04-2020 00:00,Northeast,New York,New York,Men's Athletic Footwear,$53.00,273,"$14,469.00",$622.00,Online
West Gear,1128299,06-01-2021 00:00,West,California,San Francisco,Men's Street Footwear,$56.00,273,"$15,288.00",$764.00,Online
West Gear,1128299,18-01-2021 00:00,West,California,San Francisco,Men's Street Footwear,$62.00,273,"$16,926.00",$779.00,Online
West Gear,1128299,12-02-2021 00:00,West,California,San Francisco,Men's Athletic Footwear,$58.00,273,"$15,834.00",$428.00,Online
Sports Direct,1197831,24-09-2021 00:00,South,Texas,Dallas,Women's Street Footwear,$46.00,273,"$12,558.00",$691.00,Online
Foot Locker,1185732,06-08-2020 00:00,West,Washington,Seattle,Men's Street Footwear,$44.00,273,"$12,012.00",$661.00,Online
Foot Locker,1185732,07-06-2021 00:00,Southeast,South Carolina,Charleston,Men's Street Footwear,$51.00,273,"$13,923.00",$780.00,Online
Walmart,1197831,11-08-2020 00:00,South,Texas,Houston,Women's Apparel,$27.00,272,"$7,344.00",$404.00,Outlet
Walmart,1197831,11-09-2020 00:00,South,Texas,Houston,Men's Street Footwear,$31.00,272,"$8,432.00",$329.00,Outlet
West Gear,1128299,13-11-2020 00:00,West,California,San Francisco,Men's Street Footwear,$36.00,272,"$9,792.00",$382.00,Outlet
Kohl's,1189833,26-04-2021 00:00,West,California,Los Angeles,Men's Athletic Footwear,$37.00,272,"$10,064.00",$292.00,Outlet
Kohl's,1189833,19-05-2021 00:00,West,California,Los Angeles,Men's Street Footwear,$40.00,272,"$10,880.00",$500.00,Outlet
Sports Direct,1197831,21-09-2021 00:00,South,Texas,Dallas,Women's Apparel,$47.00,272,"$12,784.00",$729.00,Outlet
Sports Direct,1197831,15-04-2021 00:00,South,Tennessee,Knoxville,Men's Street Footwear,$29.00,272,"$7,888.00",$394.00,Outlet
Sports Direct,1197831,20-04-2021 00:00,South,Tennessee,Knoxville,Women's Apparel,$38.00,272,"$10,336.00",$641.00,Outlet
Walmart,1128299,17-06-2021 00:00,Southeast,Florida,Orlando,Men's Street Footwear,$50.00,272,"$13,600.00",$435.00,Outlet
Walmart,1128299,17-08-2021 00:00,Southeast,Florida,Orlando,Men's Athletic Footwear,$60.00,272,"$16,320.00",$441.00,Outlet
West Gear,1185732,12-01-2021 00:00,Southeast,Florida,Orlando,Men's Street Footwear,$30.00,272,"$8,160.00",$416.00,Outlet
Foot Locker,1128299,23-07-2021 00:00,Southeast,Virginia,Richmond,Men's Street Footwear,$60.00,272,"$16,320.00",$604.00,Outlet
Foot Locker,1128299,24-08-2021 00:00,Southeast,Virginia,Richmond,Men's Street Footwear,$67.00,272,"$18,224.00",$729.00,Outlet
West Gear,1128299,16-12-2021 00:00,South,Louisiana,New Orleans,Men's Street Footwear,$46.00,272,"$12,512.00",$576.00,Outlet
West Gear,1128299,03-11-2020 00:00,South,Texas,Houston,Women's Street Footwear,$33.00,271,"$8,943.00",$376.00,Outlet
West Gear,1128299,25-12-2020 00:00,West,California,San Francisco,Men's Street Footwear,$40.00,271,"$10,840.00",$412.00,Outlet
West Gear,1128299,14-02-2021 00:00,West,California,San Francisco,Women's Athletic Footwear,$40.00,271,"$10,840.00",$325.00,Outlet
Sports Direct,1197831,08-04-2021 00:00,South,Tennessee,Knoxville,Women's Apparel,$31.00,271,"$8,401.00",$496.00,Outlet
Sports Direct,1197831,22-04-2021 00:00,South,Tennessee,Knoxville,Men's Athletic Footwear,$44.00,271,"$11,924.00",$608.00,Outlet
West Gear,1197831,06-07-2021 00:00,West,Idaho,Boise,Men's Athletic Footwear,$40.00,271,"$10,840.00",$466.00,Outlet
Walmart,1197831,19-07-2021 00:00,South,Arkansas,Little Rock,Men's Street Footwear,$39.00,271,"$10,569.00",$444.00,Outlet
Foot Locker,1185732,05-03-2020 00:00,Northeast,New York,New York,Men's Athletic Footwear,$54.00,270,"$14,580.00",$598.00,Online
Walmart,1185732,17-04-2020 00:00,Northeast,New York,New York,Men's Apparel,$54.00,270,"$14,580.00",$656.00,Online
Walmart,1185732,20-04-2020 00:00,Northeast,New York,New York,Men's Athletic Footwear,$50.00,270,"$13,500.00",$594.00,Online
Kohl's,1189833,19-04-2021 00:00,West,California,Los Angeles,Men's Street Footwear,$44.00,270,"$11,880.00",$653.00,Online
Sports Direct,1185732,29-09-2020 00:00,Southeast,Florida,Miami,Men's Street Footwear,$56.00,270,"$15,120.00",$907.00,Online
West Gear,1128299,16-07-2021 00:00,South,Louisiana,New Orleans,Men's Street Footwear,$86.00,270,"$23,220.00","$1,231.00",Online
Foot Locker,1185732,05-07-2021 00:00,Southeast,South Carolina,Charleston,Men's Athletic Footwear,$58.00,270,"$15,660.00",$767.00,Online
Foot Locker,1185732,13-03-2020 00:00,Northeast,New York,New York,Women's Athletic Footwear,$35.00,270,"$9,450.00",$350.00,Outlet
Walmart,1185732,30-04-2020 00:00,Northeast,New York,New York,Women's Athletic Footwear,$41.00,270,"$11,070.00",$410.00,Outlet
Sports Direct,1197831,19-07-2020 00:00,Northeast,New York,New York,Men's Street Footwear,$20.00,270,"$5,400.00",$211.00,Outlet
Sports Direct,1197831,20-07-2020 00:00,Northeast,New York,New York,Men's Athletic Footwear,$26.00,270,"$7,020.00",$260.00,Outlet
Walmart,1197831,04-09-2020 00:00,South,Texas,Houston,Women's Apparel,$39.00,270,"$10,530.00",$569.00,Outlet
Walmart,1197831,20-10-2020 00:00,South,Texas,Houston,Men's Street Footwear,$34.00,270,"$9,180.00",$349.00,Outlet
West Gear,1128299,31-12-2020 00:00,West,California,San Francisco,Men's Street Footwear,$44.00,270,"$11,880.00",$523.00,Outlet
Walmart,1185732,21-04-2020 00:00,Northeast,New York,New York,Women's Street Footwear,$47.00,268,"$12,596.00",$592.00,Online
Walmart,1197831,12-08-2020 00:00,South,Texas,Houston,Men's Street Footwear,$29.00,268,"$7,772.00",$373.00,Online
Walmart,1197831,30-08-2020 00:00,South,Texas,Houston,Men's Street Footwear,$37.00,268,"$9,916.00",$486.00,Online
West Gear,1128299,25-01-2021 00:00,West,California,San Francisco,Men's Athletic Footwear,$56.00,268,"$15,008.00",$420.00,Online
Foot Locker,1185732,18-08-2020 00:00,Southeast,Florida,Miami,Men's Street Footwear,$41.00,268,"$10,988.00",$659.00,Online
Sports Direct,1197831,14-09-2021 00:00,South,Alabama,Birmingham,Women's Street Footwear,$51.00,268,"$13,668.00",$820.00,Online
Foot Locker,1185732,11-03-2020 00:00,Northeast,New York,New York,Men's Athletic Footwear,$53.00,267,"$14,151.00",$594.00,Online
Foot Locker,1185732,05-03-2021 00:00,Southeast,South Carolina,Charleston,Men's Street Footwear,$33.00,265,"$8,745.00",$507.00,Online
Walmart,1197831,20-08-2020 00:00,South,Texas,Houston,Women's Street Footwear,$27.00,264,"$7,128.00",$285.00,Outlet
Walmart,1197831,05-09-2020 00:00,South,Texas,Houston,Men's Street Footwear,$33.00,264,"$8,712.00",$366.00,Outlet
West Gear,1128299,01-11-2020 00:00,South,Texas,Houston,Men's Street Footwear,$30.00,264,"$7,920.00",$309.00,Outlet
West Gear,1128299,14-01-2021 00:00,West,California,San Francisco,Women's Street Footwear,$46.00,264,"$12,144.00",$486.00,Outlet
West Gear,1128299,17-01-2021 00:00,West,California,San Francisco,Women's Apparel,$56.00,264,"$14,784.00",$281.00,Outlet
West Gear,1128299,29-01-2021 00:00,West,California,San Francisco,Women's Apparel,$51.00,264,"$13,464.00",$202.00,Outlet
